<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,240801,100000,133.48,134.35,132.98,133.81,5098690
GAZP,60,240801,110000,133.84,133.92,133.31,133.43,2234020
GAZP,60,240801,120000,133.42,133.64,133.15,133.27,1395490
GAZP,60,240801,130000,133.26,133.64,132.76,133.1,3167250
GAZP,60,240801,140000,133.07,133.4,132.73,133.05,2525180
GAZP,60,240801,150000,133.05,133.4,132.66,133.02,1601980
GAZP,60,240801,160000,133.05,133.5,133.02,133.37,1005390
GAZP,60,240801,170000,133.37,133.48,132.81,132.98,1015100
GAZP,60,240801,180000,132.96,132.97,132.41,132.48,2726820
GAZP,60,240801,190000,132.48,132.97,132.25,132.75,1600500
GAZP,60,240801,200000,132.71,132.77,132.17,132.35,1989680
GAZP,60,240801,210000,132.35,132.49,131.51,131.9,3599690
GAZP,60,240801,220000,131.9,132.29,131.75,132.16,873250
GAZP,60,240801,230000,132.16,132.21,131.83,132.05,748090
GAZP,60,240802,100000,132.05,132.6,131.33,132.11,4773960
GAZP,60,240802,110000,132.11,132.48,131.38,131.43,3689460
GAZP,60,240802,120000,131.43,131.64,130.7,131.12,4007980
GAZP,60,240802,130000,131.13,131.45,130.9,131.11,1627550
GAZP,60,240802,140000,131.06,131.06,129.77,130.47,7170360
GAZP,60,240802,150000,130.48,130.74,129.66,130.43,2922410
GAZP,60,240802,160000,130.44,130.98,130,130.82,2367740
GAZP,60,240802,170000,130.83,132.4,130.6,131.86,5879530
GAZP,60,240802,180000,131.87,132.09,131.28,131.31,3318770
GAZP,60,240802,190000,131.31,131.4,130.94,131.08,1326240
GAZP,60,240802,200000,131.08,131.08,130.7,130.91,1184310
GAZP,60,240802,210000,130.9,131.48,130.81,131.14,1345010
GAZP,60,240802,220000,131.14,131.48,131.13,131.44,422040
GAZP,60,240802,230000,131.48,131.66,131.3,131.45,658860
GAZP,60,240805,100000,129.06,130.54,128.7,129.36,11356910
GAZP,60,240805,110000,129.36,130,128.25,128.4,7251710
GAZP,60,240805,120000,128.45,128.87,127.6,128.59,9093660
GAZP,60,240805,130000,128.59,129.15,127.74,128.63,6212710
GAZP,60,240805,140000,128.63,129,127.48,127.85,4622310
GAZP,60,240805,150000,127.85,128.12,127,127.27,6124700
GAZP,60,240805,160000,127.27,128.22,127.21,127.89,4820220
GAZP,60,240805,170000,127.9,128.22,127.52,128.01,2250420
GAZP,60,240805,180000,128,128.36,127.68,127.85,2328680
GAZP,60,240805,190000,127.85,128.34,127.7,128.09,1297100
GAZP,60,240805,200000,128.09,128.27,127.75,128.13,834280
GAZP,60,240805,210000,128.13,128.13,127.25,127.25,1497810
GAZP,60,240805,220000,127.29,127.75,127.2,127.59,960670
GAZP,60,240805,230000,127.59,127.65,127.25,127.25,806020
GAZP,60,240806,100000,128.39,129.49,128.23,129.47,8751020
GAZP,60,240806,110000,129.47,129.6,128.52,128.52,4051990
GAZP,60,240806,120000,128.53,129.2,128.4,128.84,2574300
GAZP,60,240806,130000,128.84,129.4,128.67,129.08,2084390
GAZP,60,240806,140000,129.08,129.47,128.76,128.85,2301500
GAZP,60,240806,150000,128.83,128.98,127.8,127.95,4264840
GAZP,60,240806,160000,127.94,128.22,127.34,127.84,4318040
GAZP,60,240806,170000,127.83,128.5,127.75,128.11,3389860
GAZP,60,240806,180000,128.1,128.62,128,128.41,2521310
GAZP,60,240806,190000,128.5,128.83,128.46,128.57,769330
GAZP,60,240806,200000,128.57,128.65,128.5,128.63,208220
GAZP,60,240806,210000,128.62,129.06,128.53,129,962290
GAZP,60,240806,220000,129,129.01,128.57,128.7,488310
GAZP,60,240806,230000,128.69,128.81,128.6,128.7,400300
GAZP,60,240807,100000,128.88,129.4,128.3,128.63,5753360
GAZP,60,240807,110000,128.64,128.64,126.6,127.27,9984020
GAZP,60,240807,120000,127.26,127.75,126.18,127.6,8523070
GAZP,60,240807,130000,127.6,128.12,127.02,127.21,5008380
GAZP,60,240807,140000,127.2,127.96,127.17,127.86,2348290
GAZP,60,240807,150000,127.88,128.56,127.67,128.09,5868420
GAZP,60,240807,160000,128.1,128.49,127.8,128.04,3473410
GAZP,60,240807,170000,128.04,130.33,128.04,130.06,9196680
GAZP,60,240807,180000,130.07,130.33,129.56,130.07,4830850
GAZP,60,240807,190000,130,130.34,129.61,129.78,1774250
GAZP,60,240807,200000,129.78,129.78,129.18,129.62,1878910
GAZP,60,240807,210000,129.62,129.67,129.29,129.38,1018480
GAZP,60,240807,220000,129.39,129.89,129.35,129.55,1181810
GAZP,60,240807,230000,129.55,129.96,129.48,129.84,894160
GAZP,60,240808,100000,130.02,130.88,129.36,130.27,7921850
GAZP,60,240808,110000,130.27,130.7,129.8,130.22,2908740
GAZP,60,240808,120000,130.22,130.91,129.87,130.16,2522740
GAZP,60,240808,130000,130.13,130.35,129.2,129.79,3309190
GAZP,60,240808,140000,129.77,129.85,128.8,129.67,3696490
GAZP,60,240808,150000,129.66,129.71,129.03,129.31,1568050
GAZP,60,240808,160000,129.31,129.37,128.85,129.15,2103630
GAZP,60,240808,170000,129.15,129.3,128.4,129.12,3692390
GAZP,60,240808,180000,129.09,129.2,128.04,128.38,3356310
GAZP,60,240808,190000,128.23,128.58,127.83,128.02,2743540
GAZP,60,240808,200000,128.02,128.4,127.36,127.87,3018560
GAZP,60,240808,210000,127.83,128.39,127.8,128.35,1537610
GAZP,60,240808,220000,128.34,128.34,127.77,127.78,486090
GAZP,60,240808,230000,127.78,128.22,127.72,128.14,372730
GAZP,60,240809,100000,128.03,129.1,127.27,128.94,6851430
GAZP,60,240809,110000,128.95,129.25,128.7,128.95,2859480
GAZP,60,240809,120000,128.94,129.09,128.01,128.52,2235520
GAZP,60,240809,130000,128.52,129,128.4,128.62,2176350
GAZP,60,240809,140000,128.62,129.2,128.45,129.17,2028610
GAZP,60,240809,150000,129.15,129.76,128.93,129.55,3946700
GAZP,60,240809,160000,129.57,129.6,128.56,128.89,2682120
GAZP,60,240809,170000,128.87,128.88,128.22,128.73,1195680
GAZP,60,240809,180000,128.73,129.2,128.47,129.09,1304190
GAZP,60,240809,190000,129.09,129.09,128.73,128.8,930680
GAZP,60,240809,200000,128.77,128.84,128.63,128.81,467980
GAZP,60,240809,210000,128.81,128.93,128.5,128.56,713270
GAZP,60,240809,220000,128.55,128.86,128.5,128.76,843130
GAZP,60,240809,230000,128.76,128.81,128.47,128.64,1152690
GAZP,60,240812,100000,128.38,128.61,127.45,127.9,5308300
GAZP,60,240812,110000,127.89,128.34,127.3,127.43,3482570
GAZP,60,240812,120000,127.43,127.75,127.11,127.58,2300730
GAZP,60,240812,130000,127.56,128.39,127.5,127.96,1794710
GAZP,60,240812,140000,127.98,128.3,127.82,128.24,1406050
GAZP,60,240812,150000,128.23,129.35,128.23,128.78,3978470
GAZP,60,240812,160000,128.77,128.88,128.22,128.31,2113060
GAZP,60,240812,170000,128.31,128.6,128.04,128.41,1402390
GAZP,60,240812,180000,128.41,128.84,128.22,128.22,772020
GAZP,60,240812,190000,128.23,128.49,128.2,128.23,847850
GAZP,60,240812,200000,128.25,128.49,128.22,128.39,712490
GAZP,60,240812,210000,128.39,128.58,128.35,128.41,354730
GAZP,60,240812,220000,128.41,128.7,128.35,128.61,370490
GAZP,60,240812,230000,128.6,129.18,128.5,128.71,956970
GAZP,60,240813,100000,128.79,130.8,128.79,129.65,4762160
GAZP,60,240813,110000,129.65,129.7,129.07,129.57,1984350
GAZP,60,240813,120000,129.58,130,129.41,129.86,2823390
GAZP,60,240813,130000,129.85,130.4,129.53,130.19,3500010
GAZP,60,240813,140000,130.15,130.2,129.56,129.99,1290860
GAZP,60,240813,150000,130,130.25,129.85,130.24,1612900
GAZP,60,240813,160000,130.24,130.39,129.83,130.34,2070750
GAZP,60,240813,170000,130.33,130.65,129.83,130.02,2545900
GAZP,60,240813,180000,130.02,130.1,129.7,130.03,1110300
GAZP,60,240813,190000,129.82,129.98,129.75,129.83,264090
GAZP,60,240813,200000,129.83,130.02,129.81,130.02,295150
GAZP,60,240813,210000,130,130.2,129.95,129.97,456670
GAZP,60,240813,220000,130,130.18,129.9,130.12,274220
GAZP,60,240813,230000,130.18,130.58,130.1,130.49,820350
GAZP,60,240814,100000,130.8,131.49,130.59,131.02,5971850
GAZP,60,240814,110000,131.01,131.39,130.84,131.11,1492030
GAZP,60,240814,120000,131.1,131.38,130.87,131.23,1299100
GAZP,60,240814,130000,131.22,131.3,130.59,130.89,2530820
GAZP,60,240814,140000,130.89,131,130.51,130.6,1823250
GAZP,60,240814,150000,130.61,130.81,130.47,130.63,1039250
GAZP,60,240814,160000,130.64,130.71,130.49,130.5,77400
GAZP,60,240814,170000,130.5,130.6,129.8,130.14,2512930
GAZP,60,240814,180000,130.14,130.36,129.92,129.99,1947060
GAZP,60,240814,190000,129.99,130,129.61,129.79,1020930
GAZP,60,240814,200000,129.8,129.93,129.67,129.7,386390
GAZP,60,240814,210000,129.7,129.84,129.66,129.7,497660
GAZP,60,240814,220000,129.7,129.77,129.51,129.59,597130
GAZP,60,240814,230000,129.58,129.86,129.58,129.84,471960
GAZP,60,240815,100000,129.98,130.31,129.25,129.46,2946520
GAZP,60,240815,110000,129.39,129.44,128.52,128.8,3731320
GAZP,60,240815,120000,128.8,129.65,128.77,129.38,1781040
GAZP,60,240815,130000,129.35,129.71,128.81,128.94,1204210
GAZP,60,240815,140000,128.93,129.03,128.22,128.64,1771260
GAZP,60,240815,150000,128.65,128.69,127.85,127.94,2409460
GAZP,60,240815,160000,127.93,128.39,127.55,128.06,4328680
GAZP,60,240815,170000,128.06,128.24,127.14,127.23,2893390
GAZP,60,240815,180000,127.22,127.63,127.01,127.63,2276480
GAZP,60,240815,190000,127.44,127.7,127.32,127.68,769600
GAZP,60,240815,200000,127.69,127.86,127.41,127.51,481600
GAZP,60,240815,210000,127.51,127.68,127.43,127.53,256480
GAZP,60,240815,220000,127.53,127.59,127.24,127.26,508600
GAZP,60,240815,230000,127.27,127.6,127.24,127.6,335090
GAZP,60,240816,100000,127.61,128.24,127.3,127.58,3564610
GAZP,60,240816,110000,127.63,127.82,127.19,127.37,1254020
GAZP,60,240816,120000,127.38,127.71,127.25,127.39,1602980
GAZP,60,240816,130000,127.38,127.39,126.69,127.11,3684750
GAZP,60,240816,140000,127.15,127.69,127,127.19,1372190
GAZP,60,240816,150000,127.21,127.6,127.06,127.46,964030
GAZP,60,240816,160000,127.47,128.24,127.47,128.01,3144270
GAZP,60,240816,170000,128.01,128.1,127.55,127.71,1399550
GAZP,60,240816,180000,127.7,127.71,126.6,126.6,2961560
GAZP,60,240816,190000,126.69,126.91,126.55,126.7,1434740
GAZP,60,240816,200000,126.7,126.85,126.31,126.33,1594290
GAZP,60,240816,210000,126.32,126.32,125.68,125.75,3480940
GAZP,60,240816,220000,125.74,126.1,125.26,125.77,2387090
GAZP,60,240816,230000,125.73,127.05,125.71,126.36,1585600
GAZP,60,240819,100000,126.42,127.38,125.85,126.93,6714880
GAZP,60,240819,110000,126.93,127.69,126.42,126.71,3556130
GAZP,60,240819,120000,126.73,126.85,126.08,126.28,2106850
GAZP,60,240819,130000,126.29,126.48,125.51,126.08,4133960
GAZP,60,240819,140000,126.05,126.46,125.28,125.66,1951140
GAZP,60,240819,150000,125.68,126.1,125.36,125.64,1492060
GAZP,60,240819,160000,125.64,126.5,125.21,126.5,2855580
GAZP,60,240819,170000,126.48,127.07,126.11,126.92,3075260
GAZP,60,240819,180000,126.89,126.89,125.75,125.75,1540520
GAZP,60,240819,190000,125.73,126.16,125.52,126.14,1350230
GAZP,60,240819,200000,126.14,126.17,125.7,126,451690
GAZP,60,240819,210000,125.99,126.23,125.92,126.17,279070
GAZP,60,240819,220000,126.16,126.28,126,126.01,441570
GAZP,60,240819,230000,126,126.3,126,126.29,501090
GAZP,60,240820,100000,126.29,126.8,125.9,126.18,3393650
GAZP,60,240820,110000,126.18,126.7,125.82,126.69,2682680
GAZP,60,240820,120000,126.69,127.64,126.35,127.37,4283390
GAZP,60,240820,130000,127.37,127.57,126.7,127.24,2631720
GAZP,60,240820,140000,127.24,127.47,126.7,127.04,1910710
GAZP,60,240820,150000,127.04,127.11,126,126.01,3632580
GAZP,60,240820,160000,126,126.49,125.64,126.2,2313070
GAZP,60,240820,170000,126.2,126.36,125.62,125.78,1982840
GAZP,60,240820,180000,125.77,125.89,125.34,125.5,1881210
GAZP,60,240820,190000,125.52,125.86,125.52,125.54,807970
GAZP,60,240820,200000,125.56,125.94,125.5,125.84,717550
GAZP,60,240820,210000,125.84,125.9,125.44,125.48,500540
GAZP,60,240820,220000,125.51,126.05,125.33,125.86,941720
GAZP,60,240820,230000,125.86,126.1,125.71,125.85,484380
GAZP,60,240821,100000,125.5,126.4,125.5,125.8,2337310
GAZP,60,240821,110000,125.8,125.81,123.88,124.04,8996340
GAZP,60,240821,120000,124.01,124.71,123.95,124.44,3809800
GAZP,60,240821,130000,124.44,124.45,123.53,124.07,2855990
GAZP,60,240821,140000,124.04,124.45,123.4,123.85,3521680
GAZP,60,240821,150000,123.84,124.31,123.73,123.8,1992800
GAZP,60,240821,160000,123.81,124.34,123.52,123.99,2926590
GAZP,60,240821,170000,124,124.49,123.76,123.93,3607250
GAZP,60,240821,180000,123.93,123.99,123.6,123.66,1253160
GAZP,60,240821,190000,123.86,124,123.21,123.44,1614700
GAZP,60,240821,200000,123.43,123.49,123.03,123.34,1363060
GAZP,60,240821,210000,123.34,123.49,123.07,123.18,694310
GAZP,60,240821,220000,123.18,123.51,123.11,123.43,398860
GAZP,60,240821,230000,123.42,123.59,123.2,123.38,560160
GAZP,60,240822,100000,123.4,123.76,122.6,123.37,3448580
GAZP,60,240822,110000,123.37,123.97,123.21,123.41,2656970
GAZP,60,240822,120000,123.41,123.57,123.08,123.43,1465800
GAZP,60,240822,130000,123.43,123.7,123.11,123.21,1181770
GAZP,60,240822,140000,123.2,123.4,122.22,122.26,3692330
GAZP,60,240822,150000,122.27,122.5,121.32,121.42,3501850
GAZP,60,240822,160000,121.41,121.53,119.67,120.24,11597700
GAZP,60,240822,170000,120.21,120.5,119.24,119.66,7810970
GAZP,60,240822,180000,119.66,119.66,118.41,119,7111390
GAZP,60,240822,190000,119,119.28,117.84,118.97,7835730
GAZP,60,240822,200000,118.97,119.28,118.5,118.97,2357540
GAZP,60,240822,210000,118.97,119,118.27,118.29,1200360
GAZP,60,240822,220000,118.29,119.35,118.24,119.26,1303020
GAZP,60,240822,230000,119.26,119.33,118.3,118.51,975340
GAZP,60,240823,100000,118.2,119.24,116.06,117.32,15328840
GAZP,60,240823,110000,117.32,117.5,116.41,116.9,5250830
GAZP,60,240823,120000,116.9,118.18,116.88,117.36,4227510
GAZP,60,240823,130000,117.36,117.46,116.64,116.87,2431010
GAZP,60,240823,140000,116.81,117.17,115.7,116.07,4955920
GAZP,60,240823,150000,116.07,116.88,115.81,116.84,6277740
GAZP,60,240823,160000,116.84,117.34,116.39,117.29,3490470
GAZP,60,240823,170000,117.3,117.34,115.94,116.14,4102970
GAZP,60,240823,180000,116.14,116.5,115,116.26,6596780
GAZP,60,240823,190000,116.25,116.3,115.42,116.3,1724970
GAZP,60,240823,200000,116.3,116.74,116.21,116.31,1154300
GAZP,60,240823,210000,116.31,116.6,116.05,116.53,1076210
GAZP,60,240823,220000,116.52,117.16,116.52,116.92,2571080
GAZP,60,240823,230000,116.92,117.21,116.69,116.81,1398230
GAZP,60,240826,100000,119.5,122.26,119.49,122.25,23466090
GAZP,60,240826,110000,122.25,122.7,121.5,122.55,11626540
GAZP,60,240826,120000,122.55,123.1,122.14,122.85,7911300
GAZP,60,240826,130000,122.86,123.46,122.8,122.84,8500230
GAZP,60,240826,140000,122.93,125.35,122.8,124.64,10519320
GAZP,60,240826,150000,124.64,125.75,124.15,125.14,8997790
GAZP,60,240826,160000,125.14,128.01,125.13,126.12,21926560
GAZP,60,240826,170000,126.12,126.88,125.33,125.52,12243130
GAZP,60,240826,180000,125.51,125.59,124.5,124.61,6825150
GAZP,60,240826,190000,124.79,126.3,124.63,126.1,4012550
GAZP,60,240826,200000,126.1,126.56,125.61,125.85,3232890
GAZP,60,240826,210000,125.85,125.89,125.5,125.5,1346240
GAZP,60,240826,220000,125.51,126.25,125.5,126.12,1068900
GAZP,60,240826,230000,126.11,126.8,126.07,126.8,1440690
GAZP,60,240827,100000,127.3,127.98,125.53,126.3,14620410
GAZP,60,240827,110000,126.3,126.69,125.5,125.59,8676120
GAZP,60,240827,120000,125.59,126.79,125.01,126.66,7798400
GAZP,60,240827,130000,126.65,127.22,125.45,125.5,8325750
GAZP,60,240827,140000,125.49,126.34,125.1,126.2,6301170
GAZP,60,240827,150000,126.21,126.33,123.92,124.24,13097210
GAZP,60,240827,160000,124.24,124.78,122.85,123.16,14235090
GAZP,60,240827,170000,123.16,123.77,122.96,123.13,6225720
GAZP,60,240827,180000,123.13,123.42,122.52,122.93,5014430
GAZP,60,240827,190000,123.18,123.26,122.68,122.88,1502610
GAZP,60,240827,200000,122.9,123.79,122.83,123.66,1846140
GAZP,60,240827,210000,123.66,123.66,123.25,123.39,715820
GAZP,60,240827,220000,123.4,124,123.4,123.9,2342980
GAZP,60,240827,230000,123.9,124.7,123.71,124.47,1796960
GAZP,60,240828,100000,124.34,124.47,122.22,122.99,9131350
GAZP,60,240828,110000,122.98,123.43,121.61,121.96,6728870
GAZP,60,240828,120000,121.94,122.5,121.52,121.79,5270420
GAZP,60,240828,130000,121.8,122.03,121,121.87,6717750
GAZP,60,240828,140000,121.87,122.2,121.3,121.41,3540740
GAZP,60,240828,150000,121.41,123.4,121.35,122.73,6113420
GAZP,60,240828,160000,122.72,125.67,122.7,124.41,14527920
GAZP,60,240828,170000,124.4,124.79,123.82,123.85,4970080
GAZP,60,240828,180000,123.84,124.03,122.6,122.6,5377640
GAZP,60,240828,190000,122.85,124.6,122.85,123.96,3183590
GAZP,60,240828,200000,123.96,124.73,123.9,124.59,2278340
GAZP,60,240828,210000,124.64,124.9,124.37,124.55,1173810
GAZP,60,240828,220000,124.55,124.78,124.41,124.65,802480
GAZP,60,240828,230000,124.66,124.88,124,124.51,1328220
GAZP,60,240829,100000,124.49,125.47,123.55,125.2,8326000
GAZP,60,240829,110000,125.21,126.5,124.93,125.88,10587230
GAZP,60,240829,120000,125.89,126.13,123.86,124.36,9769750
GAZP,60,240829,130000,124.35,125.6,124.18,124.91,4631460
GAZP,60,240829,140000,124.93,125.2,124.22,124.84,3113660
GAZP,60,240829,150000,124.84,125.99,124.84,125.07,5204010
GAZP,60,240829,160000,125.07,125.8,124.8,125.47,3693170
GAZP,60,240829,170000,125.46,130,123.6,128.96,63912900
GAZP,60,240829,180000,128.95,129.8,128.24,129.58,20500620
GAZP,60,240829,190000,129.6,130.1,128.6,128.78,13745160
GAZP,60,240829,200000,128.78,129.34,128.73,129.23,3194280
GAZP,60,240829,210000,129.23,130,128.89,129.59,6208840
GAZP,60,240829,220000,129.66,130.91,129.38,130.38,8443600
GAZP,60,240829,230000,130.39,130.89,129.9,130.27,3704740
GAZP,60,240830,100000,130.88,131.3,128.75,128.88,20549330
GAZP,60,240830,110000,128.87,129.32,128.5,128.99,9052420
GAZP,60,240830,120000,128.99,129.06,126.1,127,18390190
GAZP,60,240830,130000,127.03,127.4,125.23,126,14976980
GAZP,60,240830,140000,126.01,126.48,124.55,124.79,11152660
GAZP,60,240830,150000,124.8,125.7,124.01,125,10413830
GAZP,60,240830,160000,125.02,125.67,124.41,125.05,6066450
GAZP,60,240830,170000,125.06,125.75,123.23,123.4,8938220
GAZP,60,240830,180000,123.39,124.35,122.84,123.61,7514080
GAZP,60,240830,190000,123.75,123.82,122.85,122.95,4739300
GAZP,60,240830,200000,122.92,123.42,122.6,123.42,4184720
GAZP,60,240830,210000,123.42,123.98,123.42,123.8,1789320
GAZP,60,240830,220000,123.79,123.87,123.03,123.18,1754930
GAZP,60,240830,230000,123.16,123.37,122.9,122.97,1823930
GAZP,60,240902,100000,122.89,123.86,121.43,122.33,16363320
GAZP,60,240902,110000,122.34,123.58,121.75,122.27,8404250
GAZP,60,240902,120000,122.27,123.39,121.9,122.78,6219100
GAZP,60,240902,130000,122.78,124.73,122.69,123.8,6737170
GAZP,60,240902,140000,123.85,124.7,123.25,123.89,6710260
GAZP,60,240902,150000,123.89,124,121.9,122.91,10708760
GAZP,60,240902,160000,122.94,123.9,122.3,123.02,6283510
GAZP,60,240902,170000,123.05,124.63,122.82,124.04,5688600
GAZP,60,240902,180000,124.05,124.33,123.49,123.52,3017730
GAZP,60,240902,190000,123.52,123.75,122.4,122.68,3733530
GAZP,60,240902,200000,122.66,122.74,121.6,122.2,3993840
GAZP,60,240902,210000,122.18,122.87,122.01,122.57,1701510
GAZP,60,240902,220000,122.57,123.16,122.43,122.5,1436160
GAZP,60,240902,230000,122.48,123.97,122,123.86,1839600
GAZP,60,240903,100000,124.15,125.17,122.01,122.7,12581110
GAZP,60,240903,110000,122.69,125,122.62,124.71,11320800
GAZP,60,240903,120000,124.69,125.5,123.91,124.67,9518200
GAZP,60,240903,130000,124.67,125.15,124.22,124.42,4668210
GAZP,60,240903,140000,124.47,124.54,122.82,123.06,5477770
GAZP,60,240903,150000,123.06,123.26,121.62,122.46,6343450
GAZP,60,240903,160000,122.44,123.24,122.34,122.88,3544970
GAZP,60,240903,170000,122.88,122.88,120.1,120.3,10949860
GAZP,60,240903,180000,120.3,120.33,118.6,120.13,11509690
GAZP,60,240903,190000,120.16,120.83,119.64,119.86,3713580
GAZP,60,240903,200000,119.87,120.41,119.55,119.82,1935650
GAZP,60,240903,210000,119.81,120.88,119.8,120.81,1308910
GAZP,60,240903,220000,120.81,121,120.13,120.56,961040
GAZP,60,240903,230000,120.59,120.9,120.5,120.6,613860
GAZP,60,240904,100000,120.7,121.3,119.66,120.43,9356240
GAZP,60,240904,110000,120.46,121.48,120.25,120.29,4710160
GAZP,60,240904,120000,120.3,120.8,119.78,120.2,4626190
GAZP,60,240904,130000,120.2,121.4,119.94,121.24,3554220
GAZP,60,240904,140000,121.22,121.39,120.42,120.95,3799000
GAZP,60,240904,150000,120.95,122.12,120.91,121.19,6139820
GAZP,60,240904,160000,121.19,121.49,120.82,121.36,1723780
GAZP,60,240904,170000,121.36,122.11,121.21,121.96,3048390
GAZP,60,240904,180000,121.94,122.69,121.54,122.4,3034100
GAZP,60,240904,190000,122.63,122.9,122.41,122.55,2551180
GAZP,60,240904,200000,122.55,122.74,122.14,122.55,1302170
GAZP,60,240904,210000,122.55,122.6,122.06,122.11,669830
GAZP,60,240904,220000,122.15,122.68,122.1,122.41,689380
GAZP,60,240904,230000,122.4,122.6,122.28,122.46,550920
GAZP,60,240905,100000,123.5,123.98,122,122.5,8368130
GAZP,60,240905,110000,122.5,123.1,121.54,122.55,3834230
GAZP,60,240905,120000,122.55,123.91,122.4,123.71,6031490
GAZP,60,240905,130000,123.71,123.72,123.07,123.65,3302470
GAZP,60,240905,140000,123.66,124.53,123.26,124,5034190
GAZP,60,240905,150000,124,124.5,123.67,124.34,4920360
GAZP,60,240905,160000,124.34,124.78,124.02,124.76,4111110
GAZP,60,240905,170000,124.75,124.95,124.11,124.53,4312900
GAZP,60,240905,180000,124.54,124.76,124.04,124.04,3407630
GAZP,60,240905,190000,124.39,124.4,123.4,123.6,2139720
GAZP,60,240905,200000,123.59,124.09,123.44,123.69,794420
GAZP,60,240905,210000,123.68,123.86,123.13,123.62,2058040
GAZP,60,240905,220000,123.62,123.94,123.45,123.63,927480
GAZP,60,240905,230000,123.62,123.96,123.62,123.76,413620
GAZP,60,240906,100000,123.75,124.45,123.43,124.21,3498480
GAZP,60,240906,110000,124.22,124.6,122.83,123.04,3788430
GAZP,60,240906,120000,123.05,123.39,122.61,123.3,3480390
GAZP,60,240906,130000,123.29,123.56,122.74,122.77,1295750
GAZP,60,240906,140000,122.8,123.5,122.63,123.12,1336760
GAZP,60,240906,150000,123.13,123.92,123.07,123.89,2414880
GAZP,60,240906,160000,123.9,123.9,123.38,123.67,1637980
GAZP,60,240906,170000,123.7,123.95,122.83,122.87,2220140
GAZP,60,240906,180000,122.89,123,122.26,122.61,2437150
GAZP,60,240906,190000,122.9,123.2,122.69,122.8,822180
GAZP,60,240906,200000,122.8,123.08,122.75,122.97,443100
GAZP,60,240906,210000,122.97,122.99,122.74,122.85,296240
GAZP,60,240906,220000,122.85,123.15,122.85,123,757530
GAZP,60,240906,230000,122.99,123.15,122.86,123,451620
GAZP,60,240909,100000,123.62,124,123.2,123.8,4806230
GAZP,60,240909,110000,123.8,124.5,123.7,124.35,4144480
GAZP,60,240909,120000,124.33,125.15,124.08,124.95,4201360
GAZP,60,240909,130000,124.94,125.48,124.61,124.74,3137550
GAZP,60,240909,140000,124.75,124.92,124.17,124.4,2640460
GAZP,60,240909,150000,124.41,124.69,124.14,124.35,2014710
GAZP,60,240909,160000,124.33,124.5,123.83,124.33,1930630
GAZP,60,240909,170000,124.33,124.77,124.31,124.64,1841600
GAZP,60,240909,180000,124.63,124.89,124.2,124.84,1434990
GAZP,60,240909,190000,124.84,125.25,124.68,125.13,1997510
GAZP,60,240909,200000,125.14,125.2,124.71,124.77,931030
GAZP,60,240909,210000,124.78,124.88,124.45,124.87,1062740
GAZP,60,240909,220000,124.85,125.02,124.84,124.97,473310
GAZP,60,240909,230000,124.97,125.25,124.9,125.04,1047350
GAZP,60,240910,100000,125.52,125.96,124.5,125.01,6620840
GAZP,60,240910,110000,125.02,125.04,124.24,124.31,3539490
GAZP,60,240910,120000,124.3,124.63,123.63,124.2,2492250
GAZP,60,240910,130000,124.19,124.47,123.9,124.17,1358000
GAZP,60,240910,140000,124.17,124.4,124.01,124.19,990150
GAZP,60,240910,150000,124.2,124.34,123.34,123.34,2997880
GAZP,60,240910,160000,123.35,124.15,123.23,123.89,1364830
GAZP,60,240910,170000,123.89,123.91,123.05,123.47,3481400
GAZP,60,240910,180000,123.44,123.59,123.2,123.26,999000
GAZP,60,240910,190000,123.38,123.47,122.82,123.2,2311820
GAZP,60,240910,200000,123.19,123.29,123.02,123.21,640050
GAZP,60,240910,210000,123.21,123.47,123.19,123.4,803510
GAZP,60,240910,220000,123.38,123.46,123.32,123.43,179060
GAZP,60,240910,230000,123.44,123.45,123.32,123.44,165530
GAZP,60,240911,100000,123.4,123.67,122.45,122.74,3761390
GAZP,60,240911,110000,122.73,122.99,122.51,122.76,1285650
GAZP,60,240911,120000,122.75,123.25,122.6,122.89,1264330
GAZP,60,240911,130000,122.89,123.14,122.67,122.78,1809240
GAZP,60,240911,140000,122.77,123.03,122.6,123,1237940
GAZP,60,240911,150000,122.99,123.4,122.77,122.98,1868510
GAZP,60,240911,160000,122.99,123.06,122.6,122.69,896900
GAZP,60,240911,170000,122.69,122.97,122.15,122.21,2777670
GAZP,60,240911,180000,122.21,122.55,121.91,121.99,2389180
GAZP,60,240911,190000,122,122.2,121.75,121.87,1751900
GAZP,60,240911,200000,121.87,122.18,121.75,121.87,891740
GAZP,60,240911,210000,121.83,122,121.75,121.76,350450
GAZP,60,240911,220000,121.75,121.9,121.35,121.61,1456340
GAZP,60,240911,230000,121.62,121.76,121.5,121.62,425100
GAZP,60,240912,100000,121.61,121.84,120.81,121.12,4617150
GAZP,60,240912,110000,121.12,121.15,120.1,120.22,5080100
GAZP,60,240912,120000,120.23,120.69,119.78,119.98,2851530
GAZP,60,240912,130000,119.98,120.15,119.65,120.06,3360440
GAZP,60,240912,140000,120.06,120.5,119.65,119.75,2387380
GAZP,60,240912,150000,119.73,120.01,117.32,117.93,10602960
GAZP,60,240912,160000,117.92,118.35,117.71,117.98,5889390
GAZP,60,240912,170000,117.98,118.51,117.82,118.06,4546850
