<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,241101,120000,123.33,123.38,122.71,123.02,1578440
GAZP,60,241101,130000,123,123.72,123,123.27,1134000
GAZP,60,241101,140000,123.28,124.16,123.28,123.64,1641700
GAZP,60,241101,150000,123.63,123.77,123.16,123.39,823040
GAZP,60,241101,160000,123.39,124.26,123.3,123.86,1655570
GAZP,60,241101,170000,123.85,124.91,123.67,124.35,3120940
GAZP,60,241101,180000,124.35,124.55,124.04,124.45,982940
GAZP,60,241101,190000,124.41,125.67,124.41,125.16,2960980
GAZP,60,241101,200000,125.16,125.44,124.8,124.87,637950
GAZP,60,241101,210000,124.87,125.2,124.81,125.15,367100
GAZP,60,241101,220000,125.14,125.57,125.07,125.48,659110
GAZP,60,241101,230000,125.47,125.6,125.41,125.6,709010
GAZP,60,241102,100000,125.73,126,125.01,125.76,3510300
GAZP,60,241102,110000,125.75,125.8,125.12,125.58,1773570
GAZP,60,241102,120000,125.58,125.86,125.43,125.76,789580
GAZP,60,241102,130000,125.76,126.17,125.69,126.06,939500
GAZP,60,241102,140000,126.08,126.92,126.05,126.75,3584970
GAZP,60,241102,150000,126.75,127.7,126.7,127.18,5881230
GAZP,60,241102,160000,127.18,128.38,126.91,128.32,3927090
GAZP,60,241102,170000,128.32,128.98,127.85,128.55,4449190
GAZP,60,241102,180000,128.56,128.62,127.55,128.04,2546350
GAZP,60,241102,190000,128.27,128.27,127.81,127.98,619970
GAZP,60,241102,200000,127.97,128.44,127.97,128.15,660260
GAZP,60,241102,210000,128.14,129.29,128.14,129.2,2248810
GAZP,60,241102,220000,129.2,129.3,128.7,128.83,866990
GAZP,60,241102,230000,128.84,129.18,128.7,128.7,712260
GAZP,60,241105,100000,129,129.37,127.95,128.36,6334110
GAZP,60,241105,110000,128.37,128.46,127.37,128.07,3192420
GAZP,60,241105,120000,128.07,128.81,128.03,128.57,1333430
GAZP,60,241105,130000,128.57,128.8,128.2,128.29,1940270
GAZP,60,241105,140000,128.26,128.46,127.81,128.23,1085660
GAZP,60,241105,150000,128.23,128.56,127.9,128.03,1070450
GAZP,60,241105,160000,128.02,128.3,127.5,127.81,1408100
GAZP,60,241105,170000,127.81,128.28,127.53,128.13,1515060
GAZP,60,241105,180000,128.07,129,128,128.72,1589790
GAZP,60,241105,190000,128.72,129.18,128.53,129.07,1623350
GAZP,60,241105,200000,129.06,129.11,128.65,128.66,669370
GAZP,60,241105,210000,128.66,128.91,128.62,128.71,243640
GAZP,60,241105,220000,128.71,128.88,128.69,128.88,327310
GAZP,60,241105,230000,128.88,128.9,128.63,128.77,656530
GAZP,60,241106,100000,133.12,136.59,133.12,134.88,38307250
GAZP,60,241106,110000,134.88,135.97,134.76,134.86,16629050
GAZP,60,241106,120000,134.89,135.06,134.33,134.43,6557350
GAZP,60,241106,130000,134.43,134.66,133.08,133.54,7340990
GAZP,60,241106,140000,133.54,133.54,131.83,132.3,14111110
GAZP,60,241106,150000,132.31,132.46,131.36,132.14,6669030
GAZP,60,241106,160000,132.16,132.17,130.56,130.98,7350890
GAZP,60,241106,170000,130.96,131.6,130.4,131.17,5219150
GAZP,60,241106,180000,131.18,132.05,131.16,131.6,2825540
GAZP,60,241106,190000,131.64,131.65,131.11,131.2,1000280
GAZP,60,241106,200000,131.19,131.82,131.16,131.8,670900
GAZP,60,241106,210000,131.82,131.89,131.21,131.43,774540
GAZP,60,241106,220000,131.41,131.7,131.37,131.53,433480
GAZP,60,241106,230000,131.52,131.95,131.37,131.92,682680
GAZP,60,241107,120000,131.85,131.85,130.1,130.91,7381370
GAZP,60,241107,130000,130.91,130.93,129.65,129.97,7504160
GAZP,60,241107,140000,129.97,131,129.9,130.62,4915930
GAZP,60,241107,150000,130.64,131.37,130.54,131.21,3739620
GAZP,60,241107,160000,131.21,131.34,130.66,131.07,1941590
GAZP,60,241107,170000,131.08,133.75,131.03,133.72,9517090
GAZP,60,241107,180000,133.73,133.92,132.89,133.45,3323980
GAZP,60,241107,190000,133.36,135.31,133.36,134.13,6227690
GAZP,60,241107,200000,134.15,134.32,133.82,133.84,1294480
GAZP,60,241107,210000,133.84,134.48,133.83,134.42,1019230
GAZP,60,241107,220000,134.43,135.25,134.26,135.18,3043810
GAZP,60,241107,230000,135.18,135.54,134.84,135.52,2699850
GAZP,60,241108,100000,135.81,137,134.06,135.55,26655970
GAZP,60,241108,110000,135.54,136.41,134.17,135.15,9837960
GAZP,60,241108,120000,135.16,135.36,134.52,134.91,2578900
GAZP,60,241108,130000,134.94,135.22,133.64,134.34,4099920
GAZP,60,241108,140000,134.34,134.9,134.05,134.15,1846770
GAZP,60,241108,150000,134.17,134.99,134.17,134.75,1540240
GAZP,60,241108,160000,134.76,134.96,134.41,134.44,971520
GAZP,60,241108,170000,134.42,134.67,133.89,134.6,1897800
GAZP,60,241108,180000,134.62,135.7,134.57,135,4013500
GAZP,60,241108,190000,135,135.87,134.97,135.43,3281390
GAZP,60,241108,200000,135.45,136.05,135.35,135.69,2516460
GAZP,60,241108,210000,135.69,135.92,135.38,135.56,1062510
GAZP,60,241108,220000,135.55,136.34,135.32,136.31,2114130
GAZP,60,241108,230000,136.31,136.49,135.86,135.9,2072910
GAZP,60,241111,100000,137.19,137.4,135.8,135.87,9948670
GAZP,60,241111,110000,135.87,137.1,135.62,136.77,4837580
GAZP,60,241111,120000,136.77,136.8,135.78,136.18,4074700
GAZP,60,241111,130000,136.19,136.64,136.16,136.47,2229980
GAZP,60,241111,140000,136.45,136.46,135.31,135.31,3465970
GAZP,60,241111,150000,135.31,136,135.24,135.62,2473060
GAZP,60,241111,160000,135.61,136.79,135.52,136.57,3615090
GAZP,60,241111,170000,136.56,137.27,136.36,136.85,3224540
GAZP,60,241111,180000,136.85,138.32,136.76,138.09,6629290
GAZP,60,241111,190000,138.09,138.33,137.59,137.9,2210800
GAZP,60,241111,200000,137.87,137.99,137.56,137.9,1093870
GAZP,60,241111,210000,137.9,137.97,137.7,137.76,394240
GAZP,60,241111,220000,137.76,137.95,137.69,137.84,560280
GAZP,60,241111,230000,137.87,138.2,137.86,138.12,792590
GAZP,60,241112,100000,137.82,137.82,136.37,136.66,6650520
GAZP,60,241112,110000,136.65,137.43,136.15,136.66,3711320
GAZP,60,241112,120000,136.65,137.14,136.3,136.75,2699740
GAZP,60,241112,130000,136.75,136.96,136.3,136.47,1842310
GAZP,60,241112,140000,136.46,136.47,135.67,135.8,4382640
GAZP,60,241112,150000,135.81,136.02,135.11,135.27,3096160
GAZP,60,241112,160000,135.26,135.58,134.74,134.74,3896180
GAZP,60,241112,170000,134.74,136,134.64,135.95,2227530
GAZP,60,241112,180000,135.96,136.17,135.37,135.4,1711660
GAZP,60,241112,190000,135.23,135.43,134.91,135.15,1080560
GAZP,60,241112,200000,135.14,135.3,134.98,135.07,349580
GAZP,60,241112,210000,135.07,135.2,134.95,135.07,409150
GAZP,60,241112,220000,135.08,135.09,134.9,134.98,534870
GAZP,60,241112,230000,134.97,135.44,134.97,135.16,433650
GAZP,60,241113,100000,134.98,135.46,134.3,134.69,3624790
GAZP,60,241113,110000,134.7,135.06,134.51,134.7,1457730
