<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,240521,110000,139.52,140.13,137.35,139.79,55251250
GAZP,60,240521,120000,139.79,141.1,138.65,141.03,18154240
GAZP,60,240521,130000,141.04,141.25,139.28,140.4,10879960
GAZP,60,240521,140000,140.4,140.9,139.99,140.49,4665060
GAZP,60,240521,150000,140.5,140.56,139,139.31,7496270
GAZP,60,240521,160000,139.31,139.44,138.5,139.25,6967590
GAZP,60,240521,170000,139.24,139.86,138.97,139.69,4500190
GAZP,60,240521,180000,139.68,139.85,139.36,139.43,2285190
GAZP,60,240521,190000,139.45,139.77,138.9,139.67,2946810
GAZP,60,240521,200000,139.67,139.7,139.2,139.64,1761210
GAZP,60,240521,210000,139.65,139.99,139.56,139.8,1479990
GAZP,60,240521,220000,139.8,139.86,139.54,139.6,995800
GAZP,60,240521,230000,139.62,139.8,139.51,139.54,999570
GAZP,60,240522,100000,139.8,142.19,139.69,141.51,15165560
GAZP,60,240522,110000,141.52,142.2,141.11,141.34,6056620
GAZP,60,240522,120000,141.34,141.91,140.06,140.56,6430120
GAZP,60,240522,130000,140.57,140.9,140.4,140.59,1855080
GAZP,60,240522,140000,140.6,140.85,139.55,140,5810700
GAZP,60,240522,150000,140,140.24,139.67,140.02,3038270
GAZP,60,240522,160000,140.02,140.06,139.5,139.71,4291680
GAZP,60,240522,170000,139.71,139.94,139.5,139.87,2611040
GAZP,60,240522,180000,139.87,140.15,139.29,139.38,2587300
GAZP,60,240522,190000,139.49,139.58,138.67,139.51,2147040
GAZP,60,240522,200000,139.51,139.64,139,139.02,1845570
GAZP,60,240522,210000,139.02,139.33,139.01,139.23,665930
GAZP,60,240522,220000,139.22,139.35,139.04,139.23,694390
GAZP,60,240522,230000,139.23,139.42,139.15,139.25,898950
GAZP,60,240523,100000,139.07,139.07,135.65,136.19,19399070
GAZP,60,240523,110000,136.19,136.39,134.65,135.69,22138030
GAZP,60,240523,120000,135.7,135.88,134.3,134.98,14217020
GAZP,60,240523,130000,134.98,135.76,134.94,135.34,6533960
GAZP,60,240523,140000,135.33,135.66,135,135.02,6247300
GAZP,60,240523,150000,135.02,135.62,134.79,135.55,5230910
GAZP,60,240523,160000,135.56,136.2,135.24,135.55,7761740
GAZP,60,240523,170000,135.55,135.68,134.64,135.22,7898430
GAZP,60,240523,180000,135.21,135.29,134.72,134.9,3392020
GAZP,60,240523,190000,134.9,135.69,133.17,135.63,9556500
GAZP,60,240523,200000,135.63,135.69,134.9,135.06,2751140
GAZP,60,240523,210000,135.06,135.38,134.83,135.26,1605880
GAZP,60,240523,220000,135.26,135.44,134.95,134.96,1385610
GAZP,60,240523,230000,134.98,135.16,134.64,134.69,2543880
GAZP,60,240524,100000,134.95,136.45,134.82,135.38,10736810
GAZP,60,240524,110000,135.38,135.49,134.65,135.22,5077580
GAZP,60,240524,120000,135.23,135.6,135.21,135.58,5738910
GAZP,60,240524,130000,135.58,135.82,135.1,135.47,3059980
GAZP,60,240524,140000,135.47,135.5,133.65,134.07,8278490
GAZP,60,240524,150000,134.07,134.2,133.4,133.41,9858350
GAZP,60,240524,160000,133.4,134.58,133.4,134.37,3841030
GAZP,60,240524,170000,134.41,134.5,134,134.25,2324460
GAZP,60,240524,180000,134.27,134.5,133.75,133.75,1850430
GAZP,60,240524,190000,133.7,134.04,133.45,133.47,1569590
GAZP,60,240524,200000,133.47,133.7,133.11,133.47,1979610
GAZP,60,240524,210000,133.48,133.52,133,133.33,2155150
GAZP,60,240524,220000,133.32,133.48,133.18,133.42,1017840
GAZP,60,240524,230000,133.42,133.47,133.17,133.34,1229760
GAZP,60,240527,100000,134.2,134.69,132,132.62,13232240
GAZP,60,240527,110000,132.62,133.4,132.21,132.79,5380680
GAZP,60,240527,120000,132.8,133,131.51,131.87,6707340
GAZP,60,240527,130000,131.87,132.18,130.23,131.04,12490770
GAZP,60,240527,140000,131.06,131.6,130.58,130.58,3523740
GAZP,60,240527,150000,130.59,130.98,130,130.55,8440540
GAZP,60,240527,160000,130.54,130.92,130,130.18,4265070
GAZP,60,240527,170000,130.19,130.45,129.08,129.33,9037410
GAZP,60,240527,180000,129.33,129.82,127.56,127.7,12459310
GAZP,60,240527,190000,127.8,128.86,127.71,128.06,6764110
GAZP,60,240527,200000,128.08,128.77,127.74,128.57,2855150
GAZP,60,240527,210000,128.57,128.77,128.42,128.62,1473540
GAZP,60,240527,220000,128.63,128.63,128.17,128.3,1114080
GAZP,60,240527,230000,128.3,128.55,127.94,128.42,1449260
GAZP,60,240528,100000,128.77,130.43,127,130.4,16508610
GAZP,60,240528,110000,130.4,130.82,129.7,130.09,6470290
GAZP,60,240528,120000,130.08,131.75,130.01,130.7,6547440
GAZP,60,240528,130000,130.7,130.98,129.8,130.14,6044340
GAZP,60,240528,140000,130.13,130.63,130.02,130.21,1878980
GAZP,60,240528,150000,130.21,130.38,129.36,129.81,3016610
GAZP,60,240528,160000,129.81,130.09,129,129.26,3780610
GAZP,60,240528,170000,129.26,129.51,128.68,129.12,4650880
GAZP,60,240528,180000,129.11,129.37,128.09,128.09,4343920
GAZP,60,240528,190000,128.1,128.33,126.82,127.04,5202690
GAZP,60,240528,200000,127.05,128.2,127.04,128.1,2032450
GAZP,60,240528,210000,128.1,128.59,127.94,128.47,1037520
GAZP,60,240528,220000,128.51,128.54,128.09,128.41,783300
GAZP,60,240528,230000,128.43,128.88,128.43,128.47,1146320
GAZP,60,240529,100000,129,129.82,128.26,129.37,8324380
GAZP,60,240529,110000,129.35,129.5,128.51,128.72,4904900
GAZP,60,240529,120000,128.72,128.88,127.54,127.98,4486550
GAZP,60,240529,130000,127.95,128.8,127.83,128.71,2457470
GAZP,60,240529,140000,128.71,128.87,128.33,128.42,1760200
GAZP,60,240529,150000,128.42,128.56,127.34,127.35,4002550
GAZP,60,240529,160000,127.34,127.97,127.12,127.72,5049690
GAZP,60,240529,170000,127.72,127.78,127.29,127.45,3423000
GAZP,60,240529,180000,127.45,128.81,127.38,128.26,4676320
GAZP,60,240529,190000,128.26,128.57,127.9,128.03,1105170
GAZP,60,240529,200000,128.03,128.73,128,128.55,925960
GAZP,60,240529,210000,128.54,129.2,128.54,128.89,2051720
GAZP,60,240529,220000,128.89,128.99,128.35,128.42,1237610
GAZP,60,240529,230000,128.41,128.89,128.35,128.89,605950
GAZP,60,240530,100000,129.5,129.53,128.35,128.88,4093800
GAZP,60,240530,110000,128.9,128.9,127.92,128.06,2910430
GAZP,60,240530,120000,128.03,128.27,127.82,128.09,1743600
GAZP,60,240530,130000,128.08,128.35,127.78,128.3,2315520
GAZP,60,240530,140000,128.3,128.34,127.6,127.71,2039520
GAZP,60,240530,150000,127.72,128.17,127.27,127.38,3006890
GAZP,60,240530,160000,127.38,128.03,127.17,127.83,2951560
GAZP,60,240530,170000,127.84,128.26,127.53,127.58,2082350
GAZP,60,240530,180000,127.58,127.71,126.26,126.79,5023880
GAZP,60,240530,190000,126.75,127.21,126.55,126.85,2659770
GAZP,60,240530,200000,126.89,126.9,125.33,125.9,6079680
GAZP,60,240530,210000,125.91,126.23,125.76,125.9,1311890
GAZP,60,240530,220000,125.88,125.99,125.48,125.48,1959940
GAZP,60,240530,230000,125.48,125.57,123.26,124.93,7068200
GAZP,60,240531,100000,125.1,125.78,123.81,124.39,10799750
GAZP,60,240531,110000,124.38,127.7,124.34,127.58,9769940
GAZP,60,240531,120000,127.58,127.75,125.7,126.36,9376260
GAZP,60,240531,130000,126.34,127.16,126.28,126.41,3814420
GAZP,60,240531,140000,126.41,127.49,126.23,127.32,3044560
GAZP,60,240531,150000,127.33,127.72,127.25,127.28,2608910
GAZP,60,240531,160000,127.28,127.92,125.79,126.16,7915070
GAZP,60,240531,170000,126.15,126.99,126.08,126.69,4566170
GAZP,60,240531,180000,126.71,126.83,126.21,126.31,3301630
GAZP,60,240531,190000,126.31,126.68,124.16,125.56,6922110
GAZP,60,240531,200000,125.56,125.66,124.71,124.89,2414060
GAZP,60,240531,210000,124.91,125,124.21,124.28,3016710
GAZP,60,240531,220000,124.26,125.49,123.91,125.34,3834290
GAZP,60,240531,230000,125.35,127.51,125.01,126.46,3603110
GAZP,60,240603,100000,126.67,128.61,126.35,126.75,13270210
GAZP,60,240603,110000,126.75,127.3,125.16,125.55,6566320
GAZP,60,240603,120000,125.54,126.5,124.76,126.2,4875280
GAZP,60,240603,130000,126.21,126.39,124.11,125.03,6739280
GAZP,60,240603,140000,125.04,125.4,122.65,123.11,9551870
GAZP,60,240603,150000,123.14,123.81,122.09,123.06,9596650
GAZP,60,240603,160000,123.07,124.6,122.09,124.23,6440790
GAZP,60,240603,170000,124.24,124.35,123.27,124.24,3351910
GAZP,60,240603,180000,124.24,124.31,123.09,123.09,3062020
GAZP,60,240603,190000,123.17,123.83,123.05,123.81,1743470
GAZP,60,240603,200000,123.81,124.38,123.79,124.36,2157920
GAZP,60,240603,210000,124.35,124.38,123.6,124.01,1296740
GAZP,60,240603,220000,124.02,124.23,123.8,123.83,809440
GAZP,60,240603,230000,123.83,124.35,123.8,124.14,990430
GAZP,60,240604,100000,124.3,125.12,123.73,124.27,6114120
GAZP,60,240604,110000,124.27,124.33,123.24,123.71,4315280
GAZP,60,240604,120000,123.71,124,122.75,123.52,3745870
GAZP,60,240604,130000,123.53,124.4,123.49,123.88,2630610
GAZP,60,240604,140000,123.88,124.1,123.6,123.78,2105910
GAZP,60,240604,150000,123.77,123.97,123.55,123.97,1847780
GAZP,60,240604,160000,123.96,124.65,123.78,123.83,3556170
GAZP,60,240604,170000,123.82,124.36,123.82,124.18,2060250
GAZP,60,240604,180000,124.17,124.54,123.81,123.81,2150330
GAZP,60,240604,190000,123.83,124.19,123.64,124.07,848490
GAZP,60,240604,200000,124.04,124.49,124.02,124.07,1460250
GAZP,60,240604,210000,124.07,124.43,124.06,124.34,846890
GAZP,60,240604,220000,124.31,124.95,124.31,124.95,1746550
GAZP,60,240604,230000,124.95,125.16,124.73,125.1,1311190
GAZP,60,240605,100000,125.72,126.5,125.27,125.38,8208250
GAZP,60,240605,110000,125.39,126.38,125.37,126.02,3586590
GAZP,60,240605,120000,126.02,126.09,125.35,125.59,3710150
GAZP,60,240605,130000,125.56,125.68,125.03,125.12,2936780
GAZP,60,240605,140000,125.12,125.63,124.38,125.38,4994030
GAZP,60,240605,150000,125.38,125.4,124.3,125.22,3270920
GAZP,60,240605,160000,125.22,125.22,124.7,124.8,1531430
GAZP,60,240605,170000,124.8,124.93,124.67,124.72,1800480
GAZP,60,240605,180000,124.72,124.73,124.35,124.35,1101270
GAZP,60,240605,190000,124.64,124.64,124.4,124.61,536160
GAZP,60,240605,200000,124.61,124.66,124.05,124.2,1134480
GAZP,60,240605,210000,124.17,124.26,123.75,123.91,2180560
GAZP,60,240605,220000,123.92,124.3,123.63,124.13,1698570
GAZP,60,240605,230000,124.12,124.16,123.95,124.02,484640
GAZP,60,240606,100000,124.1,124.41,123.38,124.31,4298270
GAZP,60,240606,110000,124.32,124.94,124.19,124.6,2326440
GAZP,60,240606,120000,124.61,124.84,124.05,124.19,2303540
GAZP,60,240606,130000,124.19,124.37,123.69,123.94,2000850
GAZP,60,240606,140000,123.94,124.04,123.6,123.61,1560980
GAZP,60,240606,150000,123.61,124.2,123.5,124.04,2135330
GAZP,60,240606,160000,124.04,124.1,123.83,123.92,802070
GAZP,60,240606,170000,123.92,124,123.5,123.7,1572090
GAZP,60,240606,180000,123.7,123.93,123.52,123.55,1030780
GAZP,60,240606,190000,123.7,123.77,123.4,123.68,702970
GAZP,60,240606,200000,123.7,123.85,123.56,123.73,527690
GAZP,60,240606,210000,123.75,123.9,123.69,123.85,240260
GAZP,60,240606,220000,123.84,123.89,123.75,123.84,344880
GAZP,60,240606,230000,123.85,123.87,123.4,123.6,811930
GAZP,60,240607,100000,123.8,124.29,123.68,123.9,3581760
GAZP,60,240607,110000,123.91,124.49,123.58,124.31,2686880
GAZP,60,240607,120000,124.31,124.5,123.71,124.25,3562910
GAZP,60,240607,130000,124.24,125.82,123.9,124.88,10116970
GAZP,60,240607,140000,124.83,124.99,124,124.14,4096670
GAZP,60,240607,150000,124.14,124.32,123,123.62,7039310
GAZP,60,240607,160000,123.62,123.9,123.34,123.8,1621910
GAZP,60,240607,170000,123.8,124.05,123.56,123.69,1699820
GAZP,60,240607,180000,123.68,123.85,122.2,122.5,4610330
GAZP,60,240607,190000,122.55,122.91,122.16,122.8,3979670
GAZP,60,240607,200000,122.8,123.06,122.56,122.86,1809950
GAZP,60,240607,210000,122.86,123.14,122.72,123.03,1182140
GAZP,60,240607,220000,123.05,123.09,122.74,122.81,640970
GAZP,60,240607,230000,122.81,122.99,122.71,122.78,901790
GAZP,60,240610,100000,123.08,123.64,122.22,123.42,7329720
GAZP,60,240610,110000,123.41,123.56,122.84,123.07,2581140
GAZP,60,240610,120000,123.06,123.23,121.55,122.16,7569680
GAZP,60,240610,130000,122.17,122.5,121.94,122.17,2536650
GAZP,60,240610,140000,122.11,122.4,120.56,120.93,9042030
GAZP,60,240610,150000,120.93,121.02,120.21,120.44,6775280
GAZP,60,240610,160000,120.45,121,120.37,120.82,3785660
GAZP,60,240610,170000,120.85,121,119.29,120.04,9071280
GAZP,60,240610,180000,120.04,120.31,117.9,118.45,15109200
GAZP,60,240610,190000,118.45,118.79,117.54,118.41,9620180
GAZP,60,240610,200000,118.47,118.69,118.08,118.3,3467750
GAZP,60,240610,210000,118.34,119.2,118.26,118.95,3977730
GAZP,60,240610,220000,118.95,119.28,118.62,118.62,2121450
GAZP,60,240610,230000,118.63,119.06,118.45,119,2168410
GAZP,60,240611,100000,119.15,119.34,117.9,118.77,9773950
GAZP,60,240611,110000,118.77,119.12,118.38,118.77,4064500
GAZP,60,240611,120000,118.77,118.96,117.9,117.91,5769750
GAZP,60,240611,130000,117.91,118,116.55,117.2,9510660
GAZP,60,240611,140000,117.2,117.96,116.33,117.5,10720420
GAZP,60,240611,150000,117.51,117.54,116.73,117.11,5787230
GAZP,60,240611,160000,117.11,118.11,117.01,118.06,4775300
GAZP,60,240611,170000,118.06,118.33,117.53,117.94,4368990
GAZP,60,240611,180000,117.93,118.3,117.43,117.68,1918370
GAZP,60,240611,190000,117.7,118.19,117.7,118.16,1222090
GAZP,60,240611,200000,118.14,118.19,117.89,117.97,1065030
GAZP,60,240611,210000,117.96,118,117.46,117.67,1572370
GAZP,60,240611,220000,117.67,117.81,117.36,117.6,979490
GAZP,60,240611,230000,117.6,117.71,117.53,117.53,889100
GAZP,60,240613,100000,113,116.09,112.07,114.64,18049210
GAZP,60,240613,110000,114.64,116.2,114.61,116.19,5904630
GAZP,60,240613,120000,116.2,116.82,115.57,115.98,5189560
GAZP,60,240613,130000,115.99,116.47,115.76,116.13,2018220
GAZP,60,240613,140000,116.13,117.15,116.11,116.72,3259500
GAZP,60,240613,150000,116.72,119.7,116.71,118.98,9564250
GAZP,60,240613,160000,119,119.7,117.82,119.08,7770630
GAZP,60,240613,170000,119.08,119.7,118.1,119.42,5791950
GAZP,60,240613,180000,119.43,119.77,119.11,119.63,2796260
GAZP,60,240613,190000,119.65,119.86,118.93,119.74,2848960
GAZP,60,240613,200000,119.78,119.93,118.93,119.23,2904800
GAZP,60,240613,210000,119.24,119.4,118.86,118.95,1651040
GAZP,60,240613,220000,118.99,119.5,118.89,119.49,653350
GAZP,60,240613,230000,119.48,119.65,119.41,119.63,1182710
GAZP,60,240614,100000,119.95,121.25,119.65,120.28,11978280
GAZP,60,240614,110000,120.29,120.6,119.55,119.73,3924880
GAZP,60,240614,120000,119.77,120.44,119.61,120.42,2628130
GAZP,60,240614,130000,120.42,120.49,119.61,119.84,2597600
GAZP,60,240614,140000,119.84,120.08,119.74,119.82,2371940
GAZP,60,240614,150000,119.81,119.9,118.89,119.57,4254500
GAZP,60,240614,160000,119.57,121.14,119.4,120.88,6478600
GAZP,60,240614,170000,120.89,121.84,120.77,121.52,6846220
GAZP,60,240614,180000,121.53,121.63,121.14,121.41,1773090
GAZP,60,240614,190000,121.54,122.01,121.09,121.82,2661660
GAZP,60,240614,200000,121.85,121.97,121.35,121.59,1642180
GAZP,60,240614,210000,121.59,121.59,121.25,121.52,1046000
GAZP,60,240614,220000,121.51,121.54,121.32,121.51,656240
GAZP,60,240614,230000,121.5,121.77,121.42,121.65,1090270
GAZP,60,240617,100000,122.34,122.68,121.59,121.85,7104850
GAZP,60,240617,110000,121.85,122.2,120.79,121.44,4814330
GAZP,60,240617,120000,121.44,121.99,121.15,121.94,2563170
GAZP,60,240617,130000,121.94,122.55,121.93,122.33,2946340
GAZP,60,240617,140000,122.33,122.53,122.16,122.41,1641480
GAZP,60,240617,150000,122.41,122.62,122.19,122.2,1848620
GAZP,60,240617,160000,122.2,122.34,122.03,122.03,1136410
GAZP,60,240617,170000,122.04,122.07,121.54,121.83,2339980
GAZP,60,240617,180000,121.84,121.93,121.56,121.56,1174600
GAZP,60,240617,190000,121.64,121.83,121.3,121.33,1145340
GAZP,60,240617,200000,121.33,121.77,121.03,121.65,823430
GAZP,60,240617,210000,121.67,121.73,121.45,121.53,368070
GAZP,60,240617,220000,121.5,121.64,121.38,121.53,488760
GAZP,60,240617,230000,121.53,121.62,121.4,121.54,434490
GAZP,60,240618,100000,121.54,122.04,120.91,121.1,3976630
GAZP,60,240618,110000,121.1,121.1,120.45,120.75,3261820
GAZP,60,240618,120000,120.74,120.76,120.1,120.15,2626860
GAZP,60,240618,130000,120.15,121.15,120.13,120.79,2476480
GAZP,60,240618,140000,120.79,120.97,120.51,120.71,1239040
GAZP,60,240618,150000,120.7,120.74,119.17,119.56,4653180
GAZP,60,240618,160000,119.56,119.57,118.34,118.85,8239960
GAZP,60,240618,170000,118.86,119.5,118.66,118.67,3735700
GAZP,60,240618,180000,118.67,119.37,117.38,118.1,4374600
GAZP,60,240618,190000,118.24,118.3,117.18,118.14,2674200
GAZP,60,240618,200000,118.15,118.39,117.95,118,1261760
GAZP,60,240618,210000,118,118.37,117.95,118.31,889120
GAZP,60,240618,220000,118.32,118.4,117.88,118.08,1179090
GAZP,60,240618,230000,118.07,118.07,117.89,118.02,320620
GAZP,60,240619,100000,118.05,118.09,115.85,117.11,8233520
GAZP,60,240619,110000,117.13,118.5,117.02,117.64,5625710
GAZP,60,240619,120000,117.64,118.23,116.39,116.57,3459340
GAZP,60,240619,130000,116.58,117,115.5,115.71,5036380
GAZP,60,240619,140000,115.71,116.8,114.88,116.64,7770450
GAZP,60,240619,150000,116.64,116.69,115.82,115.95,2307580
GAZP,60,240619,160000,115.98,116.11,114.23,114.7,5747690
GAZP,60,240619,170000,114.7,114.99,112.54,113.18,14914170
GAZP,60,240619,180000,113.18,113.3,112.63,113.06,6856210
GAZP,60,240619,190000,113.1,113.9,112.81,113.6,3593330
GAZP,60,240619,200000,113.61,113.66,112.6,113.52,5412040
GAZP,60,240619,210000,113.52,113.96,113.37,113.87,2976700
GAZP,60,240619,220000,113.87,114.4,113.8,114.17,1964080
GAZP,60,240619,230000,114.17,114.2,113.8,113.85,783830
GAZP,60,240620,100000,114.14,116,114,115.44,9424400
GAZP,60,240620,110000,115.43,115.85,115.01,115.53,4430870
GAZP,60,240620,120000,115.51,115.51,113.56,114.34,7671140
GAZP,60,240620,130000,114.33,114.33,112.6,113.24,12274680
GAZP,60,240620,140000,113.22,113.39,110.5,110.69,29708950
GAZP,60,240620,150000,110.7,112.5,110,111.87,73469870
GAZP,60,240620,160000,111.9,113.34,111.79,112.96,9544420
GAZP,60,240620,170000,112.96,114.94,112.42,114.88,9279220
GAZP,60,240620,180000,114.88,115.63,114.1,115.63,10052890
GAZP,60,240620,190000,115.6,115.6,114.3,114.56,3395480
GAZP,60,240620,200000,114.61,115.29,114.53,115.25,1644010
GAZP,60,240620,210000,115.26,115.99,115.06,115.92,2299480
GAZP,60,240620,220000,115.92,116.39,115.68,115.87,2087500
GAZP,60,240620,230000,115.95,116,115.71,115.92,992660
GAZP,60,240621,100000,116.04,116.8,114.53,114.95,11354720
GAZP,60,240621,110000,114.96,115.41,114.56,115.08,3557850
GAZP,60,240621,120000,115.07,115.2,114.14,114.23,3488260
GAZP,60,240621,130000,114.2,115.42,114.18,115.08,2769270
GAZP,60,240621,140000,115.06,116.28,115.06,115.93,4106950
GAZP,60,240621,150000,115.93,117.14,115.63,116.3,6983000
GAZP,60,240621,160000,116.3,117.25,116.01,116.38,4587710
GAZP,60,240621,170000,116.39,116.4,115.51,115.88,2838540
GAZP,60,240621,180000,115.87,116.06,115.5,115.57,1780380
GAZP,60,240621,190000,115.7,115.97,115.34,115.68,997440
GAZP,60,240621,200000,115.68,115.73,115.34,115.65,833810
GAZP,60,240621,210000,115.65,116.7,115.57,115.8,1099550
GAZP,60,240621,220000,115.79,115.85,115.55,115.61,703410
GAZP,60,240621,230000,115.61,115.65,115.23,115.4,824430
GAZP,60,240624,100000,115.39,116.35,114.78,115.86,5149630
GAZP,60,240624,110000,115.84,115.89,114.86,115.1,2857840
GAZP,60,240624,120000,115.11,115.22,114.2,114.51,2410670
GAZP,60,240624,130000,114.5,114.85,113.88,114.85,3267820
GAZP,60,240624,140000,114.85,115,114.27,114.39,1943710
GAZP,60,240624,150000,114.38,114.39,113.99,114.24,2187530
GAZP,60,240624,160000,114.23,114.52,114.03,114.51,1446310
GAZP,60,240624,170000,114.52,114.52,114,114.13,1759720
GAZP,60,240624,180000,114.13,114.27,113.2,113.5,2637670
GAZP,60,240624,190000,113.69,113.88,113.38,113.88,1223590
GAZP,60,240624,200000,113.88,114.1,113.65,113.67,863990
GAZP,60,240624,210000,113.65,113.94,113.55,113.67,522110
GAZP,60,240624,220000,113.66,113.88,113.51,113.85,484710
GAZP,60,240624,230000,113.85,113.9,113.66,113.67,549680
GAZP,60,240625,100000,114,114.45,112.92,113.51,4710170
GAZP,60,240625,110000,113.52,113.74,112.46,112.54,3748300
GAZP,60,240625,120000,112.53,113.45,112.46,113.04,2737540
GAZP,60,240625,130000,113.05,113.98,113.05,113.7,2307250
GAZP,60,240625,140000,113.69,114.21,112.8,113.11,3542990
GAZP,60,240625,150000,113.11,113.5,112.94,113.5,1295140
GAZP,60,240625,160000,113.5,113.99,113.38,113.69,2039250
GAZP,60,240625,170000,113.7,113.7,113.28,113.45,1584500
GAZP,60,240625,180000,113.46,113.79,113.39,113.79,2404440
GAZP,60,240625,190000,113.89,114.97,113.73,114.78,4279450
GAZP,60,240625,200000,114.78,114.9,114.43,114.62,838650
GAZP,60,240625,210000,114.67,114.88,114.41,114.81,593100
GAZP,60,240625,220000,114.8,115,114.7,114.86,990510
GAZP,60,240625,230000,114.84,115.09,114.78,114.97,1006330
GAZP,60,240626,100000,115.05,116.2,114.65,115.92,8429870
GAZP,60,240626,110000,115.93,116.4,115.61,115.67,5582120
GAZP,60,240626,120000,115.66,116.3,115.44,115.96,2387260
GAZP,60,240626,130000,115.96,117.25,115.62,116.46,8493230
GAZP,60,240626,140000,116.49,117.05,116.2,116.45,3161190
GAZP,60,240626,150000,116.46,116.82,116.1,116.2,2237900
GAZP,60,240626,160000,116.2,116.61,116.1,116.4,1325600
GAZP,60,240626,170000,116.4,116.5,115.73,116.17,1990840
GAZP,60,240626,180000,116.15,116.89,115.94,116.89,1545330
GAZP,60,240626,190000,116.87,116.87,116.54,116.68,1585560
GAZP,60,240626,200000,116.67,116.78,116.44,116.63,589230
GAZP,60,240626,210000,116.63,116.8,116.61,116.79,578450
GAZP,60,240626,220000,116.79,116.9,116.69,116.8,650190
GAZP,60,240626,230000,116.8,117.05,116.76,117,1112680
GAZP,60,240627,100000,117.05,118.37,116.57,117.06,10921650
GAZP,60,240627,110000,117.06,117.38,116.58,117.14,3045800
GAZP,60,240627,120000,117.11,117.14,116,116.41,3504710
GAZP,60,240627,130000,116.41,116.85,116.15,116.68,1917420
GAZP,60,240627,140000,116.68,116.86,116.42,116.59,1492440
GAZP,60,240627,150000,116.6,117.1,116.57,116.97,1608070
GAZP,60,240627,160000,116.98,117.04,116.62,116.71,1316320
GAZP,60,240627,170000,116.7,116.73,116.17,116.3,1628170
GAZP,60,240627,180000,116.31,116.4,116.02,116.02,1120240
GAZP,60,240627,190000,116.18,116.38,116.01,116.25,522080
GAZP,60,240627,200000,116.25,116.4,116.11,116.39,507720
GAZP,60,240627,210000,116.39,116.41,116.12,116.21,411990
GAZP,60,240627,220000,116.24,116.4,115.92,115.94,965050
GAZP,60,240627,230000,115.93,115.93,115.4,115.65,1945110
GAZP,60,240628,100000,116.33,116.65,115.66,115.87,4547940
GAZP,60,240628,110000,115.87,116.09,115.65,115.8,2291580
GAZP,60,240628,120000,115.8,116,114.88,115.49,4952550
GAZP,60,240628,130000,115.49,115.99,115.11,115.5,2787620
GAZP,60,240628,140000,115.51,115.69,115.11,115.12,1160470
GAZP,60,240628,150000,115.13,115.51,115.02,115.5,1202650
GAZP,60,240628,160000,115.49,115.8,115.31,115.53,1398280
GAZP,60,240628,170000,115.53,116.24,115.53,115.97,1602820
GAZP,60,240628,180000,115.96,116.01,115.57,116,918590
GAZP,60,240628,190000,115.98,116.06,115.78,115.86,540930
GAZP,60,240628,200000,115.86,115.87,115.57,115.72,506580
GAZP,60,240628,210000,115.74,115.84,115.61,115.8,337090
GAZP,60,240628,220000,115.82,115.99,115.73,115.77,538320
GAZP,60,240628,230000,115.77,116.06,115.7,115.94,1024520
GAZP,60,240701,100000,116.05,116.69,116,116.26,3443420
GAZP,60,240701,110000,116.25,117.3,116.13,117,3824190
GAZP,60,240701,120000,117,117.26,116.67,116.74,2857570
GAZP,60,240701,130000,116.74,117.8,116.69,117.49,3484310
GAZP,60,240701,140000,117.48,118.4,117.46,118.37,4945740
GAZP,60,240701,150000,118.37,118.86,118.09,118.24,4632560
GAZP,60,240701,160000,118.28,119.99,118.23,119.45,11650410
GAZP,60,240701,170000,119.46,119.87,119.08,119.69,4668110
GAZP,60,240701,180000,119.69,119.89,119.22,119.62,2509240
GAZP,60,240701,190000,119.62,119.93,119.4,119.93,2221800
GAZP,60,240701,200000,119.93,120.45,119.89,120.37,4124000
GAZP,60,240701,210000,120.36,121.82,120.33,121.26,6585500
GAZP,60,240701,220000,121.27,121.55,121.24,121.46,2384950
GAZP,60,240701,230000,121.47,121.63,121.3,121.4,2637650
GAZP,60,240702,100000,121.4,122.49,120.76,122.22,16992220
GAZP,60,240702,110000,122.21,122.26,120.82,121.24,8603190
GAZP,60,240702,120000,121.23,121.67,121.04,121.27,3433530
GAZP,60,240702,130000,121.27,121.81,121.14,121.5,3163980
GAZP,60,240702,140000,121.5,124.19,121.43,123.86,15427090
GAZP,60,240702,150000,123.86,126.39,123.78,126.21,28681870
GAZP,60,240702,160000,126.21,127.25,125.42,126.01,24706330
GAZP,60,240702,170000,126,127,125.7,126.82,11609840
GAZP,60,240702,180000,126.83,126.88,126.08,126.63,5551220
GAZP,60,240702,190000,126.69,126.7,125.91,126.15,4156130
GAZP,60,240702,200000,126.19,126.21,125.76,126.1,2508070
GAZP,60,240702,210000,126.12,126.57,125.97,126.02,2331840
GAZP,60,240702,220000,126.01,126.45,125.9,126.38,1527150
GAZP,60,240702,230000,126.34,126.39,126.19,126.2,1309370
GAZP,60,240703,100000,126.25,127.6,124.7,125.68,24397330
GAZP,60,240703,110000,125.68,125.82,125.02,125.44,5514110
GAZP,60,240703,120000,125.43,128.39,125.25,128.21,20058810
GAZP,60,240703,130000,128.2,129.45,127.75,128.1,35288490
GAZP,60,240703,140000,128.09,128.96,127.73,128,11677210
GAZP,60,240703,150000,127.99,128.21,127.5,127.63,9261550
GAZP,60,240703,160000,127.63,127.8,125.8,126.2,16876170
GAZP,60,240703,170000,126.2,126.49,125.39,125.6,12927580
